sample_id,seeker_id,dialogue_id,split,relationship_label,gold_action,relationship_source,confidence,rationale,is_synthetic,intensity,ltp_signal,sti_signal,original_context,modified_context
3020/10/106887,209,3020,train,Uncertain,Prioritize_STI,weak_rule,0.6,"cold seeker: no cross-session LTP, STI available",False,0,,Drama:0.44; Romance:0.44; Comedy:0.11,"Seeker: Something placed in a different era, that's dramatic...  with some element of romance. | Seeker: I have seen that one - and I loved it!  Something like that would be great. | Recommender: Have you seen The Patriot  (2000) ? That's a staple classic. | Seeker: Yes, have you?  That one is great - you can see why I need a new one.",
3030/6/204292,211,3030,train,Uncertain,Prioritize_STI,weak_rule,0.6,"cold seeker: no cross-session LTP, STI available",False,0,,Sci-Fi:1.00,Seeker: Have you watched Star Wars: Episode VIII – The Last Jedi (2017) ? | Recommender: any movie you are m | Recommender: I havent sorry about the broken ext. | Recommender: text^ hard to type with a newborn,
3030/8/204604,211,3030,train,Uncertain,Prioritize_STI,weak_rule,0.6,"cold seeker: no cross-session LTP, STI available",False,0,,Sci-Fi:1.00,Recommender: I havent sorry about the broken ext. | Recommender: text^ hard to type with a newborn | Recommender: I liked the original Star Wars | Seeker: yea that that one is good.,
3030/13/83948,211,3030,train,Uncertain,Prioritize_STI,weak_rule,0.6,"cold seeker: no cross-session LTP, STI available",False,0,,Sci-Fi:1.00,"Seeker: Yea I have, It was better than I thought. I like how it played it straight | Recommender: Exactly I have how the critics ripped on it so bad | Recommender: hate^ | Seeker: Yea that is how a lot of critics are",
3030/17/92882,211,3030,train,Uncertain,Prioritize_STI,weak_rule,0.6,"cold seeker: no cross-session LTP, STI available",False,0,,Sci-Fi:1.00,Recommender: I also liked Hancock  (2008)  by him too | Seeker: You're talking about Will Smith right? | Recommender: Yes | Seeker: I thought you meant the direction for a moment,
3059/1/121502,153,3059,train,Conflict,Prioritize_STI,weak_rule,0.75,opposing genres (sim=0.00),False,0,Adventure:0.19; Animation:0.19; Fantasy:0.16,Comedy:0.50; Thriller:0.50,Seeker: Hi there!  I really like comedy or thriller movies!,
3059/1/171552,153,3059,train,Conflict,Prioritize_STI,weak_rule,0.75,opposing genres (sim=0.00),False,0,Adventure:0.19; Animation:0.19; Fantasy:0.16,Comedy:0.50; Thriller:0.50,Seeker: Hi there!  I really like comedy or thriller movies!,
3059/3/187028,153,3059,train,Conflict,Prioritize_STI,weak_rule,0.75,opposing genres (sim=0.00),False,0,Adventure:0.19; Animation:0.19; Fantasy:0.16,Comedy:0.50; Thriller:0.50,Seeker: Hi there!  I really like comedy or thriller movies! | Recommender: The Ref (1994) and The Dark Tower  (2017) are my 2 latest watches | Seeker: I love Steven King.  I haven't watched The Dark Tower  (2017)  yet and I'll need to look up the The Ref (1994) .,
3059/6/193587,153,3059,train,Conflict,Prioritize_STI,weak_rule,0.688,opposing genres (sim=0.08),False,0,Adventure:0.19; Animation:0.19; Fantasy:0.16,Comedy:0.42; Thriller:0.33; Horror:0.17,Seeker: I love Steven King.  I haven't watched The Dark Tower  (2017)  yet and I'll need to look up the The Ref (1994) . | Recommender: Yeah my sis read the tower and said watch It  (2017) afterwards cause I wasn't sure how far it went | Seeker: I have see It  (2017) as well as It  (2004) | Seeker: I...  thought it came out earlier than 2004 though so...,
3059/15/140749,153,3059,train,Conflict,Prioritize_STI,weak_rule,0.58,opposing genres (sim=0.21),False,0,Adventure:0.19; Animation:0.19; Fantasy:0.16,Horror:0.83; Comedy:0.08; Romance:0.08,Seeker: Yeah I think it might be off on the older one too. | Recommender: I'm not sure bout that film but in college they wanted us to watch stuff I couldn't | Seeker: Yeah that would be rough. | Seeker: Well I hope you have a good weekend and don't watch any scary movies!,
3078/3/97007,141,3078,train,Consistent,Fuse,weak_rule,0.808,aligned genres (sim=0.62),False,0,Comedy:0.20; Drama:0.14; Fantasy:0.13,Comedy:1.00,Recommender: Hello! | Seeker: Hello! | Seeker: I am looking for a comedy. Do you have any suggestions?,
3078/6/126619,141,3078,train,Consistent,Fuse,weak_rule,0.808,aligned genres (sim=0.62),False,0,Comedy:0.20; Drama:0.14; Fantasy:0.13,Comedy:1.00,"Seeker: I am looking for a comedy. Do you have any suggestions? | Recommender: Oh I love comedies, and I would suggest Daddy Day Care (2003) its hillarious | Seeker: That's one of my favorites! It is so funny | Seeker: And also very relatable as a parent",
3078/9/181301,141,3078,train,Consistent,Fuse,weak_rule,0.808,aligned genres (sim=0.62),False,0,Comedy:0.20; Drama:0.14; Fantasy:0.13,Comedy:1.00,Seeker: And also very relatable as a parent | Recommender: I think you would really enjoy Daddy Day Camp (2007)  Oh my hilarious! | Seeker: I haven't seen that one. Is it just as good as the first one? | Recommender: Yes oh yes! What is one adam sandler movie that you enjoy?,
3078/12/201761,141,3078,train,Consistent,Fuse,weak_rule,0.808,aligned genres (sim=0.62),False,0,Comedy:0.20; Drama:0.14; Fantasy:0.13,Comedy:1.00,Recommender: Yes oh yes! What is one adam sandler movie that you enjoy? | Recommender: I love his movie Billy Madison (1995). Classic right there. | Seeker: I really like Happy Gilmore (1996) ! He is just hilarious in it | Seeker: I also really enjoy Billy Madison (1995) . Both Will Smith and Adam Sandler are both great actors,
3085/2/181301,53,3085,train,Consistent,Fuse,weak_rule,0.5,partially aligned (sim=0.30),False,0,Drama:0.30; Romance:0.25; Comedy:0.13,Comedy:1.00,"Recommender: Oi Oi Ello | Seeker: Hello, I'm looking for a comedy movie.",
3085/2/135571,53,3085,train,Consistent,Fuse,weak_rule,0.5,partially aligned (sim=0.30),False,0,Drama:0.30; Romance:0.25; Comedy:0.13,Comedy:1.00,"Recommender: Oi Oi Ello | Seeker: Hello, I'm looking for a comedy movie.",
3085/4/178993,53,3085,train,Consistent,Fuse,weak_rule,0.5,partially aligned (sim=0.30),False,0,Drama:0.30; Romance:0.25; Comedy:0.13,Comedy:1.00,"Recommender: Oi Oi Ello | Seeker: Hello, I'm looking for a comedy movie. | Recommender: Do you prefer along the lines of say Billy Madison (1995) or more of The Hangover (2009) ? | Seeker: I like both of those, so either one is fine.",
3085/4/122172,53,3085,train,Consistent,Fuse,weak_rule,0.5,partially aligned (sim=0.30),False,0,Drama:0.30; Romance:0.25; Comedy:0.13,Comedy:1.00,"Recommender: Oi Oi Ello | Seeker: Hello, I'm looking for a comedy movie. | Recommender: Do you prefer along the lines of say Billy Madison (1995) or more of The Hangover (2009) ? | Seeker: I like both of those, so either one is fine.",
3085/8/157454,53,3085,train,Consistent,Fuse,weak_rule,0.5,partially aligned (sim=0.30),False,0,Drama:0.30; Romance:0.25; Comedy:0.13,Comedy:1.00,"Recommender: Have you seen Scouts Guide to the Zombie Apocalypse (2015) and Office Christmas Party (2016) ? | Seeker: No, I haven't seen either one. What are they about? | Recommender: Scouts Guide to the Zombie Apocalypse (2015) is a hilarious zombie movie where a group of boy scouts are trying to survive. Office Christmas Party (2016) is about a huge christmas party at a workplace that gets entirely out of control. Both some of my favorited flicks there. Have you seen anything good lately? | Seeker: I saw Going in Style  (2017) with Michael Caine and Morgan Freeman and it was pretty good.",
3085/12/168617,53,3085,train,Consistent,Fuse,weak_rule,0.5,partially aligned (sim=0.30),False,0,Drama:0.30; Romance:0.25; Comedy:0.13,Comedy:1.00,"Recommender: I loooooved Going in Style  (2017) haha. Have you seen Red  (2010) ? | Seeker: No, I haven't seen that one. Is it any good? | Recommender: Aye more of an action comedy about old retired hitmen. has morgan freeman, bruce willis. | Seeker: I love Morgan Freeman, so I bet I'd like it.",
3094/2/170722,4,3094,train,Consistent,Fuse,weak_rule,0.875,aligned genres (sim=0.75),False,0,Comedy:0.25; Adventure:0.10; Children:0.08,Comedy:1.00,Recommender: Hello | Seeker: Hi can you think of any good comedies?,
3094/4/77597,4,3094,train,Consistent,Fuse,weak_rule,0.875,aligned genres (sim=0.75),False,0,Comedy:0.25; Adventure:0.10; Children:0.08,Comedy:1.00,"Recommender: Hello | Seeker: Hi can you think of any good comedies? | Recommender: My favorite is Meet the Parents (2000) | Seeker: I do like those movies, but I've already seen them.",
3094/7/135571,4,3094,train,Consistent,Fuse,weak_rule,0.896,aligned genres (sim=0.79),False,0,Comedy:0.25; Adventure:0.10; Children:0.08,Comedy:0.62; Action:0.12; Fantasy:0.12,"Seeker: I do like those movies, but I've already seen them. | Recommender: Oh ok. Have you seen Along Came Polly? It's another good one with Ben Stiller | Seeker: I didn't see that one!  Is it as good as Night at the Museum (2006) ? | Recommender: I actually haven't seen Night at the Museum (2006), so I don't know. But it's a good rom com.",
3097/4/84828,53,3097,train,Consistent,Fuse,weak_rule,0.896,aligned genres (sim=0.79),False,0,Comedy:0.40; Drama:0.16; Romance:0.13,Comedy:0.50; Romance:0.50,"Recommender: Hi, what movies do you like? | Seeker: Hello, I'm looking for a rom com. | Seeker: Maybe something along the lines of Music and Lyrics (2007) | Recommender: I havent' seen that one. Do you like Sandra Bullock?",
3097/6/166729,53,3097,train,Consistent,Fuse,weak_rule,0.896,aligned genres (sim=0.79),False,0,Comedy:0.40; Drama:0.16; Romance:0.13,Comedy:0.50; Romance:0.50,"Seeker: Maybe something along the lines of Music and Lyrics (2007) | Recommender: I havent' seen that one. Do you like Sandra Bullock? | Recommender: I liked Two Weeks Notice | Seeker: I liked that movie, too. I really like Hugh Grant.",
3097/9/94195,53,3097,train,Consistent,Fuse,weak_rule,0.896,aligned genres (sim=0.79),False,0,Comedy:0.40; Drama:0.16; Romance:0.13,Comedy:0.50; Romance:0.50,"Seeker: I liked that movie, too. I really like Hugh Grant. | Recommender: In that case how about Bridget Jones's Diary  (2001) ? | Recommender: That was hilarious. | Seeker: I actually haven't seen that one yet.",
3100/2/181299,53,3100,train,Consistent,Fuse,weak_rule,0.5,partially aligned (sim=0.34),False,0,Comedy:0.41; Romance:0.23; Drama:0.16,Drama:0.75; Crime:0.25,"Recommender: good morning. | Seeker: Hello, I'm looking for a drama. Maybe something like Gran Torino (2008)",
3100/2/188808,53,3100,train,Consistent,Fuse,weak_rule,0.5,partially aligned (sim=0.34),False,0,Comedy:0.41; Romance:0.23; Drama:0.16,Drama:0.75; Crime:0.25,"Recommender: good morning. | Seeker: Hello, I'm looking for a drama. Maybe something like Gran Torino (2008)",
3100/6/183547,53,3100,train,Consistent,Fuse,weak_rule,0.5,partially aligned (sim=0.34),False,0,Comedy:0.41; Romance:0.23; Drama:0.16,Drama:0.75; Crime:0.25,Recommender: have you see The Shawshank Redemption (1994)  or Schindler's List (1993) | Seeker: I actually haven't seen either one of those. What are they about? | Recommender: Shawshank is a prison movie and scindlers list is about the holocaust | Seeker: Oh wow. I'll definitely have to watch both of them.,
3104/2/88487,53,3104,train,Consistent,Fuse,weak_rule,0.829,aligned genres (sim=0.66),False,0,Comedy:0.30; Drama:0.25; Romance:0.17,Comedy:1.00,"Recommender: Hello | Seeker: Hello, I'm looking for a comedy",
3104/4/117972,53,3104,train,Consistent,Fuse,weak_rule,0.829,aligned genres (sim=0.66),False,0,Comedy:0.30; Drama:0.25; Romance:0.17,Comedy:1.00,"Recommender: Hello | Seeker: Hello, I'm looking for a comedy | Recommender: I love comedy movies.  Have you ever seen the movie, Juno (2007) | Seeker: Yes, I loved it. I also really liked Napoleon Dynamite (2004)",
3104/8/175579,53,3104,train,Consistent,Fuse,weak_rule,0.852,aligned genres (sim=0.70),False,0,Comedy:0.30; Drama:0.25; Romance:0.17,Comedy:0.88; Romance:0.12,"Recommender: You definitely know great comedies.  Another great comedy is Little Miss Sunshine (2006) | Seeker: Yes, I love that one! I also liked The 40-Year-Old Virgin (2005) | Recommender: Do you have a favorite comedien? | Seeker: I really liked Gene Wilder",
3104/10/78168,53,3104,train,Consistent,Fuse,weak_rule,0.852,aligned genres (sim=0.70),False,0,Comedy:0.30; Drama:0.25; Romance:0.17,Comedy:0.88; Romance:0.12,"Recommender: Do you have a favorite comedien? | Seeker: I really liked Gene Wilder | Recommender: One of my favorites too.  I definitely would suggest watching a classic comedy Stir Crazy | Seeker: I haven't seen that one, but I'll definitely check it out. Thanks for the suggestions",
3110/2/107514,53,3110,train,Consistent,Fuse,weak_rule,0.77,aligned genres (sim=0.54),False,0,Comedy:0.44; Drama:0.18; Romance:0.15,Children:0.50; Comedy:0.25; Drama:0.25,"Recommender: Hi, what movies do you like? | Seeker: Hello, I'm looking for a family movie. Something along the lines of Mrs. Doubtfire (1993)",
3110/7/161607,53,3110,train,Complement,Fuse,weak_rule,0.674,STI adds new genre (sim=0.42),False,0,Comedy:0.44; Drama:0.18; Romance:0.15,Animation:0.33; Children:0.33; Comedy:0.17,"Seeker: I actually haven't seen Aladdin  (1992), believe it or not. | Recommender: I am sure you would like it | Recommender: But if you aren't look for animated movies I can suggest those too. | Seeker: Yeah, I don't really like animated movies",
3110/11/77216,53,3110,train,Complement,Fuse,weak_rule,0.674,STI adds new genre (sim=0.42),False,0,Comedy:0.44; Drama:0.18; Romance:0.15,Animation:0.33; Children:0.33; Comedy:0.17,"Recommender: How about Beethoven  (1992) ? | Recommender: That is hilarious and appropriate for all ages. | Seeker: I haven't seen that one, but I've heard it's good. | Recommender: It is, and there are several sequels as well",
3129/3/120405,220,3129,train,Consistent,Fuse,weak_rule,0.5,partially aligned (sim=0.26),False,0,Drama:0.22; Adventure:0.15; Comedy:0.11,Romance:1.00,"Seeker: Hi there. | Recommender: Hello, what kind of movie are you looking for? | Seeker: I like a lot. But I have got really into Romance, Rom-coms as of late. Know any good ones?",
3129/5/201259,220,3129,train,Consistent,Fuse,weak_rule,0.5,partially aligned (sim=0.33),False,0,Drama:0.22; Adventure:0.15; Comedy:0.11,Romance:0.60; Animation:0.10; Children:0.10,"Recommender: Hello, what kind of movie are you looking for? | Seeker: I like a lot. But I have got really into Romance, Rom-coms as of late. Know any good ones? | Recommender: Yes I do. My favorite one is Splash  (1984) | Seeker: I love that one. Like a modern day The Little Mermaid  (1989) !",
3129/11/176541,220,3129,train,Consistent,Fuse,weak_rule,0.5,partially aligned (sim=0.44),False,0,Drama:0.22; Adventure:0.15; Comedy:0.11,Romance:0.39; Fantasy:0.36; Comedy:0.06,"Recommender: No, I haven't seen that one yet. | Seeker: It is a good one. With Judy Garland. From The Wizard of Oz  (1950) . | Recommender: It sounds really good. Would you like more suggestions? | Seeker: I sure would!",
3131/2/141928,53,3131,train,Consistent,Fuse,weak_rule,0.923,aligned genres (sim=0.85),False,0,Comedy:0.45; Romance:0.20; Drama:0.18,Comedy:1.00,"Recommender: Hi there. | Seeker: Hello, I'm looking for a comedy. Something like Borat (2006)",
3131/6/99910,53,3131,train,Consistent,Fuse,weak_rule,0.923,aligned genres (sim=0.85),False,0,Comedy:0.45; Romance:0.20; Drama:0.18,Comedy:1.00,Recommender: A raunchy comedy? Maybe something Like Talladega Nights: The Ballad of Ricky Bobby (2006) ? | Seeker: I actually haven't seen that one yet | Recommender: It is very funny. It has Sasha Barron Cohen. Do you like classic comedies too? | Seeker: Yes I do. I really like Gene Wilder,
3131/8/160609,53,3131,train,Consistent,Fuse,weak_rule,0.908,aligned genres (sim=0.82),False,0,Comedy:0.45; Romance:0.20; Drama:0.18,Comedy:0.75; Fantasy:0.25,Recommender: It is very funny. It has Sasha Barron Cohen. Do you like classic comedies too? | Seeker: Yes I do. I really like Gene Wilder | Recommender: Have you see Blazing Saddles (1974) ? It is so funny. | Seeker: Yes! I love it! I also love Young Frankenstein (1974),
3131/11/78168,53,3131,train,Consistent,Fuse,weak_rule,0.908,aligned genres (sim=0.82),False,0,Comedy:0.45; Romance:0.20; Drama:0.18,Comedy:0.75; Fantasy:0.25,"Seeker: Yes! I love it! I also love Young Frankenstein (1974) | Recommender: I love both of those! Have you seen the The Frisco Kid (1979) ? | Seeker: No, I haven't. What's it about? | Recommender: It has Gene Wilder. It is sort of a cowboy movie, but very funny. It has a bit of Harrison Ford as well.",
3132/4/188480,53,3132,train,Complement,Fuse,weak_rule,0.739,STI adds new genre (sim=0.20),False,0,Comedy:0.45; Romance:0.11; Drama:0.10,Drama:0.83; Crime:0.17,"Recommender: Hello to you! | Seeker: Hello, I'm looking for a drama. Something along the lines of Gran Torino (2008) | Recommender: I am not sure what that is. What genre is that? | Seeker: It's a drama with Clint Eastwood",
3132/8/144347,53,3132,train,Uncertain,Ask_Clarification,weak_rule,0.5,"weak, ambiguous evidence (sim=0.21)",False,0,Comedy:0.45; Romance:0.11; Drama:0.10,Drama:0.78; Crime:0.15; Action:0.04,"Recommender: Is it newer? I only know him from a few movies. Like Dirty Harry (1971). | Recommender: Have you seen Dirty Harry (1971) ? | Seeker: No, I haven't seen Dirty Harry (1971) | Seeker: Gran Torino (2008) is a newer one.",
3132/16/113673,53,3132,train,Consistent,Fuse,weak_rule,0.955,aligned genres (sim=0.91),False,0,Comedy:0.45; Romance:0.11; Drama:0.10,Comedy:0.62; Crime:0.17; Drama:0.12,Seeker: I liked Going in Style  (2017) . It's a good comedy | Recommender: I do not know that one either. Who is in it? | Seeker: Michael Caine and Morgan Freeman. | Seeker: They play old men who rob a bank and get away with it.,
3134/3/178563,37,3134,train,Complement,Fuse,weak_rule,0.782,STI adds new genre (sim=0.06),False,0,Horror:0.56; Mystery:0.16; Thriller:0.16,Sci-Fi:0.50; Action:0.17; Adventure:0.17,Recommender: Hello | Seeker: Hello | Seeker: Can you recommend a good sci fi movie. I love Highlander  (1986),
3134/3/124485,37,3134,train,Complement,Fuse,weak_rule,0.782,STI adds new genre (sim=0.06),False,0,Horror:0.56; Mystery:0.16; Thriller:0.16,Sci-Fi:0.50; Action:0.17; Adventure:0.17,Recommender: Hello | Seeker: Hello | Seeker: Can you recommend a good sci fi movie. I love Highlander  (1986),
3134/6/193213,37,3134,train,Complement,Fuse,weak_rule,0.787,STI adds new genre (sim=0.04),False,0,Horror:0.56; Mystery:0.16; Thriller:0.16,Sci-Fi:0.75; Comedy:0.08; Action:0.06,Seeker: Can you recommend a good sci fi movie. I love Highlander  (1986) | Recommender: Have you seen Innerspace (1987) or Spaceballs (1987) | Seeker: I have seen Spaceballs (1987) and is Inner Space the one with Dennis Quaid? | Recommender: Yes.,
3134/10/176040,37,3134,train,Complement,Fuse,weak_rule,0.787,STI adds new genre (sim=0.04),False,0,Horror:0.56; Mystery:0.16; Thriller:0.16,Sci-Fi:0.75; Comedy:0.08; Action:0.06,"Recommender: A.I. Artificial Intelligence (2001) is also one that people liked | Seeker: Then I did see it and liked it. I think it was on Hulu | Recommender: That movie kind of creeped me out, but a lot of people liked that. | Seeker: That is a classic. I wish Kubrick made it though, since it was his idea",
3138/7/204419,138,3138,train,Complement,Fuse,weak_rule,0.703,STI adds new genre (sim=0.32),False,0,Comedy:0.56; Drama:0.14; Romance:0.07,Horror:0.50; Mystery:0.25; Comedy:0.12,"Seeker: I have seen Smiley Face  (2007) and Hush  (2016) | Recommender: Yes! My favorite genre! Have you see Jigsaw? | Recommender: Hush was really good! | Seeker: No, is that a good mystery horror movie?",
3138/8/153382,138,3138,train,Complement,Fuse,weak_rule,0.703,STI adds new genre (sim=0.32),False,0,Comedy:0.56; Drama:0.14; Romance:0.07,Horror:0.50; Mystery:0.25; Comedy:0.12,"Recommender: Yes! My favorite genre! Have you see Jigsaw? | Recommender: Hush was really good! | Seeker: No, is that a good mystery horror movie? | Recommender: Yes Jigsaw (2017) is a mystery",
3160/5/186271,222,3160,train,Uncertain,Prioritize_STI,weak_rule,0.6,"cold seeker: no cross-session LTP, STI available",False,0,,Comedy:0.33; Drama:0.33; Action:0.25,Recommender: Hi what kind of movies are you interested in | Seeker: I like dramas and action movies. I also like comedies. | Recommender: What is one of your all time favorite movies so I can narrow down my recommendations | Seeker: Love Actually (2003),
3160/7/121123,222,3160,train,Uncertain,Prioritize_STI,weak_rule,0.6,"cold seeker: no cross-session LTP, STI available",False,0,,Comedy:0.35; Drama:0.29; Action:0.25,Recommender: What is one of your all time favorite movies so I can narrow down my recommendations | Seeker: Love Actually (2003) | Recommender: Four Weddings and a Funeral (1994) was pretty good | Seeker: Yes. Four Weddings and a Funeral (1994) was good.,
3160/10/111429,222,3160,train,Uncertain,Prioritize_STI,weak_rule,0.6,"cold seeker: no cross-session LTP, STI available",False,0,,Comedy:0.30; Drama:0.30; Action:0.27,Seeker: Yes. Four Weddings and a Funeral (1994) was good. | Recommender: Have you seen Silver Linings Playbook (2012) that was very funny its a drama romcom | Seeker: I have. I also liked American Hustle (2013). | Seeker: What about The Avengers  (2012). Have you seen that one?,
3162/3/164852,163,3162,train,Conflict,Prioritize_STI,weak_rule,0.75,opposing genres (sim=0.00),False,0,Sci-Fi:0.38; Horror:0.15; Action:0.12,Western:1.00,"Recommender: Hello, what sort of movies do you like? | Seeker: Lots. Can you recommend any good westerns? | Recommender: I know a few.",
3162/4/99910,163,3162,train,Conflict,Prioritize_STI,weak_rule,0.75,opposing genres (sim=0.00),False,0,Sci-Fi:0.38; Horror:0.15; Action:0.12,Western:1.00,"Recommender: Hello, what sort of movies do you like? | Seeker: Lots. Can you recommend any good westerns? | Recommender: I know a few. | Recommender: The Searchers  (1956) is one classic.",
3162/7/160609,163,3162,train,Conflict,Prioritize_STI,weak_rule,0.75,opposing genres (sim=0.00),False,0,Sci-Fi:0.38; Horror:0.15; Action:0.12,Western:0.75; Comedy:0.25,"Recommender: The Searchers  (1956) is one classic. | Recommender: There is also a funny one, Blazing Saddles (1974) | Seeker: I've seen Blazing Saddles (1974) It's pretty good. | Recommender: I love it.",
3162/11/83814,163,3162,train,Conflict,Prioritize_STI,weak_rule,0.75,opposing genres (sim=0.00),False,0,Sci-Fi:0.38; Horror:0.15; Action:0.12,Western:0.75; Comedy:0.25,"Recommender: There is also The Frisco Kid (1979) | Recommender: Similar vain, funny western. | Seeker: Ah. Who's in that one? | Recommender: It has Gene Wilder.",
3162/15/163024,163,3162,train,Conflict,Prioritize_STI,weak_rule,0.75,opposing genres (sim=0.00),False,0,Sci-Fi:0.38; Horror:0.15; Action:0.12,Western:0.75; Comedy:0.25,Recommender: There is also True Grit  (2010) | Recommender: It is a newer one. | Seeker: I've heard of that one. Not sure if I'd like it. | Recommender: I think the older one is better.,
3162/18/130660,163,3162,train,Conflict,Prioritize_STI,weak_rule,0.75,opposing genres (sim=0.00),False,0,Sci-Fi:0.38; Horror:0.15; Action:0.12,Western:0.75; Comedy:0.25,Recommender: I think the older one is better. | Recommender: True Grit  (1969) | Recommender: With John Wayne. | Seeker: Cool. Can't go wrong with the Wayne.,
3169/6/96281,220,3169,train,Uncertain,Ask_Clarification,weak_rule,0.5,"weak, ambiguous evidence (sim=0.22)",False,0,Comedy:0.21; Action:0.15; Thriller:0.14,Sci-Fi:1.00,Seeker: What sort of movies are you looking for? | Recommender: movies that you've seen. What movies have you seen lately? | Seeker: The last one I saw was Star Wars | Seeker: Do you like sci-fi?,
3169/13/189950,220,3169,train,Uncertain,Ask_Clarification,weak_rule,0.5,"weak, ambiguous evidence (sim=0.22)",False,0,Comedy:0.21; Action:0.15; Thriller:0.14,Sci-Fi:1.00,Seeker: Do you have any other movies I might like? | Recommender: I've been watching older movies from the 90's and 70's. Do you like older movies? | Seeker: Yes I do! | Seeker: What ones do you think best.,
3169/15/193460,220,3169,train,Uncertain,Ask_Clarification,weak_rule,0.5,"weak, ambiguous evidence (sim=0.22)",False,0,Comedy:0.21; Action:0.15; Thriller:0.14,Sci-Fi:1.00,"Seeker: Yes I do! | Seeker: What ones do you think best. | Recommender: I don't know about best but, I just seen Frequency  (2000). did you see that? | Seeker: I have heard of it, never saw it. Is it good?",
3169/22/81135,220,3169,train,Complement,Fuse,weak_rule,0.796,STI adds new genre (sim=0.01),False,0,Comedy:0.21; Action:0.15; Thriller:0.14,Mystery:1.00,Recommender: Suspense crime? | Seeker: I do! | Seeker: I love a mystery tooo! | Recommender: OOO I love A good Mystery! What's the last mystery movie you seen?,
3202/5/136087,182,3202,train,Consistent,Fuse,weak_rule,0.809,aligned genres (sim=0.62),False,0,Action:0.30; Comedy:0.19; Thriller:0.18,Comedy:0.58; Thriller:0.33; Crime:0.08,"Recommender: hello! | Recommender: What sort of movies are you into? | Seeker: Well, Big on the comedy aspect I reckon. I fancy the intense over the top flicks like The Hangover (2009) and Project X  (2012) | Recommender: I like the first one.",
3202/8/88487,182,3202,train,Consistent,Fuse,weak_rule,0.809,aligned genres (sim=0.62),False,0,Action:0.30; Comedy:0.19; Thriller:0.18,Comedy:0.58; Thriller:0.33; Crime:0.08,Recommender: I like the first one. | Recommender: I enjoyed Hangover  (2014) | Seeker: Good flick there yeah. Know any other right okay ones? | Recommender: I do not know what that means.,
3202/12/124142,182,3202,train,Consistent,Fuse,weak_rule,0.809,aligned genres (sim=0.62),False,0,Action:0.30; Comedy:0.19; Thriller:0.18,Comedy:0.58; Thriller:0.33; Crime:0.08,"Recommender: Oh, maybe Juno (2007) | Recommender: Do you know any like that one? | Seeker: That was an alright flick I reckon. Umm maybe 500 Days of Summer sort of reminds me of it there. | Recommender: I did not see that one.",
3202/13/199831,182,3202,train,Consistent,Fuse,weak_rule,0.809,aligned genres (sim=0.62),False,0,Action:0.30; Comedy:0.19; Thriller:0.18,Comedy:0.58; Thriller:0.33; Crime:0.08,Recommender: Do you know any like that one? | Seeker: That was an alright flick I reckon. Umm maybe 500 Days of Summer sort of reminds me of it there. | Recommender: I did not see that one. | Recommender: It has the girl from Elf  (2003)  right?,
3202/15/121508,182,3202,train,Consistent,Fuse,weak_rule,0.802,aligned genres (sim=0.60),False,0,Action:0.30; Comedy:0.19; Thriller:0.18,Comedy:0.61; Thriller:0.33; Crime:0.06,"Recommender: I did not see that one. | Recommender: It has the girl from Elf  (2003)  right? | Recommender: If you like that one, I would go for something like Superbad  (2007) | Seeker: Haha, Ive actually never seen Elf  (2003) . Loved Superbad  (2007) bit overplayed now for me at this point though.",
3202/16/118762,182,3202,train,Consistent,Fuse,weak_rule,0.802,aligned genres (sim=0.60),False,0,Action:0.30; Comedy:0.19; Thriller:0.18,Comedy:0.61; Thriller:0.33; Crime:0.06,"Recommender: It has the girl from Elf  (2003)  right? | Recommender: If you like that one, I would go for something like Superbad  (2007) | Seeker: Haha, Ive actually never seen Elf  (2003) . Loved Superbad  (2007) bit overplayed now for me at this point though. | Recommender: Or even Mr. Mom (1983) if you are into the 80's",
3203/7/170376,220,3203,train,Uncertain,Ask_Clarification,weak_rule,0.5,"weak, ambiguous evidence (sim=0.25)",False,0,Action:0.26; Drama:0.15; Horror:0.14,Sci-Fi:0.85; Action:0.05; Adventure:0.05,"Recommender: Sci fi buff? You've asked the right person, haha. | Seeker: I am a fan of the great Spock and all his appearances in the Star Trek franchise. | Seeker: Though, I am lacking in a a few of them. I only recently started watching the movies, only seen one or two of the franchise. | Seeker: But like all sci-fi. Share you wisdom of sci-fi movies please.",
3203/7/147934,220,3203,train,Uncertain,Ask_Clarification,weak_rule,0.5,"weak, ambiguous evidence (sim=0.25)",False,0,Action:0.26; Drama:0.15; Horror:0.14,Sci-Fi:0.85; Action:0.05; Adventure:0.05,"Recommender: Sci fi buff? You've asked the right person, haha. | Seeker: I am a fan of the great Spock and all his appearances in the Star Trek franchise. | Seeker: Though, I am lacking in a a few of them. I only recently started watching the movies, only seen one or two of the franchise. | Seeker: But like all sci-fi. Share you wisdom of sci-fi movies please.",
3203/11/181754,220,3203,train,Uncertain,Ask_Clarification,weak_rule,0.5,"weak, ambiguous evidence (sim=0.25)",False,0,Action:0.26; Drama:0.15; Horror:0.14,Sci-Fi:0.85; Action:0.05; Adventure:0.05,"Recommender: A person with great taste, I can recommend you last years Blade Runner 2049 (2017) , but you should definitely see the very first movie of it which was Blade Runner (1982) | Seeker: I have seen neither. | Seeker: Are they very big on lore? | Recommender: Yes, they sure are, and if you're a big fan of getting to know the movie or appreciating the movie by your own speculations and analysis, I would recommend both.",
